fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,dia_semana,año,mes,dia_mes,nombre_dia_semana,es_fin_semana,es_festivo,es_black_Friday,es_cyber_Monday,semana_año,trimestre,es_laborable,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,media_movil_7d,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h,categoria_h,subcategoria_h,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2022-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,132.03,1848.42,4,2022,11,18,Friday,False,False,False,False,46,4,True,10.0,11.0,12.0,10.0,10.0,16.0,8.0,11.0,-2.2,117.53333333333335,1.1233408961996596,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,136.18,2042.7,5,2022,11,19,Saturday,True,False,False,False,46,4,False,14.0,10.0,11.0,12.0,10.0,10.0,16.0,11.857142857142858,0.87,117.19333333333334,1.16201149098356,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,133.46,1868.44,6,2022,11,20,Sunday,True,False,False,False,46,4,False,15.0,14.0,10.0,11.0,12.0,10.0,10.0,11.714285714285714,-1.14,118.47333333333334,1.126498227449215,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,134.23,1342.3,0,2022,11,21,Monday,False,False,False,False,47,4,True,14.0,15.0,14.0,10.0,11.0,12.0,10.0,12.285714285714286,-0.57,117.67333333333333,1.1407002436122597,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,132.06,1848.84,1,2022,11,22,Tuesday,False,False,False,False,47,4,True,10.0,14.0,15.0,14.0,10.0,11.0,12.0,12.285714285714286,-2.18,108.5,1.217142857142857,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,139.0,1251.0,2,2022,11,23,Wednesday,False,False,False,False,47,4,True,14.0,10.0,14.0,15.0,14.0,10.0,11.0,12.571428571428571,2.96,109.58999999999999,1.2683639018158592,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,134.2,1476.2,3,2022,11,24,Thursday,False,False,False,False,47,4,True,9.0,14.0,10.0,14.0,15.0,14.0,10.0,12.285714285714286,-0.59,108.23333333333333,1.2399137665537419,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,52,114.75,5967.0,4,2022,11,25,Friday,False,False,True,False,47,4,True,11.0,9.0,14.0,10.0,14.0,15.0,14.0,12.428571428571429,-15.0,114.32916666666667,1.0036808921607931,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,79,118.8,9385.2,5,2022,11,26,Saturday,True,False,False,False,47,4,False,52.0,11.0,9.0,14.0,10.0,14.0,15.0,17.857142857142858,-12.0,123.075,0.9652650822669103,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,43,118.8,5108.4,6,2022,11,27,Sunday,True,False,False,False,47,4,False,79.0,52.0,11.0,9.0,14.0,10.0,14.0,27.0,-12.0,122.2625,0.9716797873428075,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,52,114.75,5967.0,0,2022,11,28,Monday,False,False,False,True,48,4,True,43.0,79.0,52.0,11.0,9.0,14.0,10.0,31.142857142857142,-15.0,115.07083333333333,0.9972118622587537,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,33,124.2,4098.6,1,2022,11,29,Tuesday,False,False,False,False,48,4,True,52.0,43.0,79.0,52.0,11.0,9.0,14.0,37.142857142857146,-8.0,128.75416666666666,0.9646289764085305,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022-11-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,22,124.2,2732.4,2,2022,11,30,Wednesday,False,False,False,False,48,4,True,33.0,52.0,43.0,79.0,52.0,11.0,9.0,39.857142857142854,-8.0,129.7875,0.9569488587113552,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,135.93,1495.23,2,2023,11,1,Wednesday,False,True,False,False,44,4,False,11.0,10.0,16.0,18.0,16.0,13.0,14.0,14.0,0.69,122.23333333333333,1.1120534496863923,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.64,1376.4,3,2023,11,2,Thursday,False,False,False,False,44,4,True,11.0,11.0,10.0,16.0,18.0,16.0,13.0,13.571428571428571,1.96,119.71333333333335,1.1497466169181931,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,133.68,2138.88,4,2023,11,3,Friday,False,False,False,False,44,4,True,10.0,11.0,11.0,10.0,16.0,18.0,16.0,13.142857142857142,-0.98,121.89999999999999,1.0966365873666941,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,136.34,2045.1,5,2023,11,4,Saturday,True,False,False,False,44,4,False,16.0,10.0,11.0,11.0,10.0,16.0,18.0,13.142857142857142,0.99,124.37666666666667,1.0961863157612628,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,138.67,1664.04,6,2023,11,5,Sunday,True,False,False,False,44,4,False,15.0,16.0,10.0,11.0,11.0,10.0,16.0,12.714285714285714,2.72,123.0,1.1273983739837397,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,132.44,1854.16,0,2023,11,6,Monday,False,False,False,False,45,4,True,12.0,15.0,16.0,10.0,11.0,11.0,10.0,12.142857142857142,-1.9,120.80333333333334,1.0963273640352087,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,138.8,1388.0,1,2023,11,7,Tuesday,False,False,False,False,45,4,True,14.0,12.0,15.0,16.0,10.0,11.0,11.0,12.714285714285714,2.81,121.35333333333334,1.14376751084986,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,131.63,1579.56,2,2023,11,8,Wednesday,False,False,False,False,45,4,True,10.0,14.0,12.0,15.0,16.0,10.0,11.0,12.571428571428571,-2.5,120.55666666666667,1.0918516880028755,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,13,131.31,1707.03,3,2023,11,9,Thursday,False,False,False,False,45,4,True,12.0,10.0,14.0,12.0,15.0,16.0,10.0,12.714285714285714,-2.73,122.44333333333333,1.0724144502218713,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,138.73,2080.95,4,2023,11,10,Friday,False,False,False,False,45,4,True,13.0,12.0,10.0,14.0,12.0,15.0,16.0,13.142857142857142,2.76,123.72666666666665,1.1212619214397328,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,134.67,2154.72,5,2023,11,11,Saturday,True,False,False,False,45,4,False,15.0,13.0,12.0,10.0,14.0,12.0,15.0,13.0,-0.24,122.93333333333334,1.0954718004338393,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-12,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,133.25,1998.75,6,2023,11,12,Sunday,True,False,False,False,45,4,False,16.0,15.0,13.0,12.0,10.0,14.0,12.0,13.142857142857142,-1.3,121.17999999999999,1.0996038950321836,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-13,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,138.0,1518.0,0,2023,11,13,Monday,False,False,False,False,46,4,True,15.0,16.0,15.0,13.0,12.0,10.0,14.0,13.571428571428571,2.22,121.84333333333332,1.1326019752140728,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-14,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,134.1,1475.1,1,2023,11,14,Tuesday,False,False,False,False,46,4,True,11.0,15.0,16.0,15.0,13.0,12.0,10.0,13.142857142857142,-0.67,122.29333333333334,1.0965438290449192,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,138.37,1522.07,2,2023,11,15,Wednesday,False,False,False,False,46,4,True,11.0,11.0,15.0,16.0,15.0,13.0,12.0,13.285714285714286,2.5,121.86333333333334,1.1354522826116686,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,13,137.22,1783.86,3,2023,11,16,Thursday,False,False,False,False,46,4,True,11.0,11.0,11.0,15.0,16.0,15.0,13.0,13.142857142857142,1.64,122.78000000000002,1.117608731063691,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,19,131.48,2498.12,4,2023,11,17,Friday,False,False,False,False,46,4,True,13.0,11.0,11.0,11.0,15.0,16.0,15.0,13.142857142857142,-2.61,121.99,1.0777932617427657,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,13,137.0,1781.0,5,2023,11,18,Saturday,True,False,False,False,46,4,False,19.0,13.0,11.0,11.0,11.0,15.0,16.0,13.714285714285714,1.48,122.55,1.1179110567115462,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,13,136.87,1779.31,6,2023,11,19,Sunday,True,False,False,False,46,4,False,13.0,19.0,13.0,11.0,11.0,11.0,15.0,13.285714285714286,1.39,122.50666666666666,1.117245319982586,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,136.41,1636.92,0,2023,11,20,Monday,False,False,False,False,47,4,True,13.0,13.0,19.0,13.0,11.0,11.0,11.0,13.0,1.04,120.31,1.1338209625135067,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,137.05,2055.75,1,2023,11,21,Tuesday,False,False,False,False,47,4,True,12.0,13.0,13.0,19.0,13.0,11.0,11.0,13.142857142857142,1.52,112.97000000000001,1.2131539346729219,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,14,137.8,1929.2,2,2023,11,22,Wednesday,False,False,False,False,47,4,True,15.0,12.0,13.0,13.0,19.0,13.0,11.0,13.714285714285714,2.07,111.09666666666668,1.240361246962105,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,134.05,2144.8,3,2023,11,23,Thursday,False,False,False,False,47,4,True,14.0,15.0,12.0,13.0,13.0,19.0,13.0,14.142857142857142,-0.7,111.95333333333333,1.1973739057940809,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,85,114.75,9753.75,4,2023,11,24,Friday,False,False,True,False,47,4,True,16.0,14.0,15.0,12.0,13.0,13.0,19.0,14.571428571428571,-15.0,119.02083333333333,0.9641169263084194,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,76,118.8,9028.8,5,2023,11,25,Saturday,True,False,False,False,47,4,False,85.0,16.0,14.0,15.0,12.0,13.0,13.0,24.0,-12.0,122.7,0.9682151589242053,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,63,118.8,7484.4,6,2023,11,26,Sunday,True,False,False,False,47,4,False,76.0,85.0,16.0,14.0,15.0,12.0,13.0,33.0,-12.0,125.00833333333333,0.9503366442237184,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,49,114.75,5622.75,0,2023,11,27,Monday,False,False,False,True,48,4,True,63.0,76.0,85.0,16.0,14.0,15.0,12.0,40.142857142857146,-15.0,118.82916666666665,0.9656720081349277,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,32,124.2,3974.4,1,2023,11,28,Tuesday,False,False,False,False,48,4,True,49.0,63.0,76.0,85.0,16.0,14.0,15.0,45.42857142857143,-8.0,132.43333333333334,0.9378303548955449,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,52,124.2,6458.4,2,2023,11,29,Wednesday,False,False,False,False,48,4,True,32.0,49.0,63.0,76.0,85.0,16.0,14.0,47.857142857142854,-8.0,134.25,0.9251396648044693,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,132.49,1589.88,3,2023,11,30,Thursday,False,False,False,False,48,4,True,52.0,32.0,49.0,63.0,76.0,85.0,16.0,53.285714285714285,-1.86,121.27,1.0925208213078257,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,19,132.9,2525.1,4,2024,11,1,Friday,False,True,False,False,44,4,False,14.0,11.0,15.0,9.0,14.0,16.0,15.0,13.428571428571429,-1.56,127.38333333333333,1.0433076017270706,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,138.51,2216.16,5,2024,11,2,Saturday,True,False,False,False,44,4,False,19.0,14.0,11.0,15.0,9.0,14.0,16.0,14.0,2.6,125.36,1.1048978940650924,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,18,137.05,2466.9,6,2024,11,3,Sunday,True,False,False,False,44,4,False,16.0,19.0,14.0,11.0,15.0,9.0,14.0,14.0,1.52,125.56666666666668,1.0914520838863817,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,16,134.12,2145.92,0,2024,11,4,Monday,False,False,False,False,45,4,True,18.0,16.0,19.0,14.0,11.0,15.0,9.0,14.571428571428571,-0.65,126.14666666666666,1.063206849170278,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,18,133.18,2397.24,1,2024,11,5,Tuesday,False,False,False,False,45,4,True,16.0,18.0,16.0,19.0,14.0,11.0,15.0,15.571428571428571,-1.35,124.80999999999999,1.0670619341398928,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,17,136.75,2324.75,2,2024,11,6,Wednesday,False,False,False,False,45,4,True,18.0,16.0,18.0,16.0,19.0,14.0,11.0,16.0,1.3,126.37666666666667,1.0820826629388336,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,15,132.03,1980.45,3,2024,11,7,Thursday,False,False,False,False,45,4,True,17.0,18.0,16.0,18.0,16.0,19.0,14.0,16.857142857142858,-2.2,126.01333333333334,1.047746270235954,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,18,131.69,2370.42,4,2024,11,8,Friday,False,False,False,False,45,4,True,15.0,17.0,18.0,16.0,18.0,16.0,19.0,17.0,-2.45,125.62333333333333,1.0482925146602275,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,20,133.75,2675.0,5,2024,11,9,Saturday,True,False,False,False,45,4,False,18.0,15.0,17.0,18.0,16.0,18.0,16.0,16.857142857142858,-0.93,126.77,1.0550603455076122,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
